brand,dispensary,name,type,description,thc,cbd,size,price,image
Wana Canada,"['BUDSSMOKE - Burlington', 'Matchbox Cannabis - Rogers Rd', 'Wonder Pot']",Wana Sour Gummies Strawberry 10:1,Gummies,"Bursts of juicy, strawberry flavour in Strawberry 10:1 Wana Sour Gummies; handcrafted with pectin and a terpene-enhanced distillate. 20 mg CBD and 2 mg THC per package.",,0.5% ,Each,$8.97,https://images.weedmaps.com/products/000/260/665/avatar/1620239227-1200px-x-1200px-strawberry.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Wana Canada,"['BUDSSMOKE - Burlington', 'Matchbox Cannabis - Rogers Rd', 'Wonder Pot']",Wana Sour Gummies Strawberry Lemonade 1:1,Gummies,Bright citrus flavours are balanced with lush strawberry undertones in Strawberry Lemonade 1:1 Wana Sour Gummies; handcrafted with pectin and a terpene-enhanced distillate. 10 mg THC and 10 mg CBD per package.,,,Each,$8.97,https://images.weedmaps.com/products/000/260/655/avatar/1620238467-1200px-x-1200px-strawberry-lemonade.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Bhang Canada,"['BUDSSMOKE - Burlington', 'Bodega Boyz - Georgetown', 'Ambrosia Cannabis Emporium']",THC Dark Chocolate,Chocolates,"Bhang® THC Dark Chocolate is made with 73.8% cacao, with just the right hints of sweet, spice and malt. This bar contains 10 mg THC.

Ingredients:
Bittersweet chocolate, sugar, cocoa mass, cocoa butter, sunflower lecithin, vanilla, cannabis distillate",,0.15% ,Each,$5.57,https://images.weedmaps.com/products/000/271/668/avatar/1623869977-10_-_thc_dark_-_1600.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Mood Ring,['Runway Pot'],Florida Citrus Kush,Flower,"Mood Ring Florida Citrus Kush is a strong, Indica dominant hybrid. Its dense trichomes covered buds provide a rich creamy taste of spicy citrus topped by a true, but subtle Kush aftertaste. The effect comes on quickly due to the hybrid heritage and after floating on the experience, the Indica influence brings a long-standing euphoric and mellow experience. Grown in small batches, by legacy growers using tried and tested methods to produce only the highest quality flower. Hang dried, hand trimmed, hand selected, hand portioned and hand packaged!

Mood Ring Whole Flower is carefully sourced and curated by our award-winning cannabis sommelier. Drawing upon years of experience growing and phenotyping, he seeks out and brings to you the most unique and highly sought-after cultivars from revered growers across Canada.

To make sure our premium buds stay excellent, we seal them in a tin with nitrogen. Nitrogen locks in the freshness. It helps keep out enemies like light and oxygen, while preserving the terpene profile.

Our packaging is 100% recyclable, and the nitrogen we use to seal the can is a renewable resource. What’s more, every time you buy a Mood Ring product, you help plant a tree right in your home province. All thanks to our charitable partnership with One Tree Planted. ",26% ,1500mg ,Each,$34.85,https://images.weedmaps.com/products/000/278/578/avatar/1630600578-mr_leafly_flower_florida_citrus_kush_floating.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Hiway,"['High Park Cannabis Co', 'Matchbox Cannabis - Rogers Rd', 'Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Indica Pre Roll,Pre Roll,"Hiway’s two-pack of 1-gram pre-rolled joints are Indica-dominant and chosen from a variety of plants to always ensure you get a consistent THC range. Evenly rolled for a smooth burn, these joints are ready when you are.",14.5% ,,2 g,$9.40,https://images.weedmaps.com/products/000/208/459/avatar/1608215834-Screen_Shot_2020-12-17_at_9.36.52_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Pearls,"['Spiritleaf | Parkdale (Queen Street West)', 'Spiritleaf - Bloor West Village', 'Spiritleaf - Stockyards']",Blue Razzleberry 3:1 CBG:THC,Gummies,"Stay lifted all day long with a burst of bright blueberries, raspberries, and lemons in Pearls Blue Razzleberry. Infused with CBG and THC in an uplifting 3:1 ratio, each sugar-coated gummy has 6 mg of CBG, and 2 mg of THC. Pearls are bursting with natural flavour, and coated in sugar for a sweet treat no matter where you are. Bring them on the go, enjoy them with friends, or indulge in a night in by yourself because Pearls go with everything. 5 gummies per pack.",10mg ,10mg ,Each,$4.95,https://images.weedmaps.com/products/000/401/785/avatar/1658505693-pearls-bluerazzleberry-branded-1600x1600.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Cann,['High Park Cannabis Co'],Lemon Lavender Social Tonic (4pk),Drinks,"Smooth and unexpected, Lemon Lavender is a fan favorite. Refreshing and not too sweet, a Lemon Lavender Cann will leave you feeling perfectly social and just a little buzzed. Have one or have five: no hangovers here, just the right amount of lift wrapped up in a delicious beverage.

2mg THC 4mg CBD per Cann (4 per pack)

Ingredients: carbonated water, organic lemon juice, organic agave nectar, cannabis extract, natural lavender flavor.",8mg ,,Each,$20.99,https://images.weedmaps.com/products/000/385/200/avatar/1654099520-cann_lemonlavender_core_1200x1200.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
INDIVA,['Culture Rising - Milton'],Sativa Capsules - 30,Capsules,"Indiva’s commitment to delivering exceptional cannabis extends to their non-smoking, oil-based products. These sativa-dominant capsules are designed for easy ingestion and filled with quality cannabis oil. Every bottle comes with 15 capsules that each contain between 7-9 mg of THC.",,,Each,$34.95,https://images.weedmaps.com/products/000/205/672/avatar/1623867636-30_sativa-capsules.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Twd.,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Indica 12x0.5g Pre-Rolls,Pre Roll,"Twd. Indica pre-rolls use an assortment of curated indica strains, which are THC-dominant, to create a rolled and ready-to-use product. Just take it out of the package. You’re all set. This set of Twd. Indica pre-rolls come in a pack of 12 x 0.5g per pre-roll.",20% ,,Each,$34.99,https://images.weedmaps.com/products/000/277/389/avatar/1625688039-twd_prj_render_12x05g_indica.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Wana Canada,"['BUDSSMOKE - Burlington', 'Green Maple Cannabis', 'Matchbox Cannabis - Rogers Rd']",Wana Sour Gummies Watermelon Hybrid,Gummies,"Find sweet, juicy, and refreshing flavours in Watermelon Hybrid Wana Sour Gummies; handcrafted with pectin and a hybrid terpene-enhanced distillate. 10 mg THC per package.",,,Each,$7.99,https://images.weedmaps.com/products/000/260/654/avatar/1620237849-1200px-x-1200px-watermelon.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Wana Canada,['High Park Cannabis Co'],Wana Quick Pineapple Coconut Indica,Gummies,"Wana Quick Pineapple Coconut Indica gummies are a tropical treat infused with 10 mg of indica enhanced THC distillate per package. These gummies are handcrafted using a recipe made with pectin, never gelatin, and enhanced with over 30 terpenes. Using a culinary innovation by Azuca Time Infusion TM, Wana Quick gummies may result in a quicker onset and offset of effects*.

*Health Canada states that ingested cannabis takes 30 minutes to 2 hours to take effect and can last for up to 12 hours. In some cases, the effects of cannabis can last up to 24 hours. Cannabis affects everyone differently so always start low and go slow.

Total THC per package: 10mg",,,Each,$9.99,https://images.weedmaps.com/products/000/260/673/avatar/1620239880-coco-pine-arch-1200x1200.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Hiway,"['High Park Cannabis Co', 'Matchbox Cannabis - Rogers Rd', 'Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Sativa Pre Roll,Pre Roll,"Hiway’s two-pack of 1-gram pre-rolled joints are Sativa-dominant and chosen from a variety of plants to always ensure you get a consistent THC range. Evenly rolled for a smooth burn, these joints are ready when you are.",15.32% ,,2 g,$9.40,https://images.weedmaps.com/products/000/208/462/avatar/1608215979-Screen_Shot_2020-12-17_at_9.39.16_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Blissed,['High Park Cannabis Co'],Breathe CBD Oil,Tincture,"Blissed Breathe is a full-spectrum, high-CBD cannabis oil. The cannabis itself is indoor-grown, CO2 extracted, and then blended with MCT oil. Breathe comes in a 20 ml bottle with a measured dropper. Products have been rigorously tested, extracted, purified, and formulated for precise dosing. We work with market leading, world class production partners to create purposefully designed products focused on self-care. 10% of our profits are donated back to the community.",0.8% ,,20 g,$23.60,https://images.weedmaps.com/products/000/207/024/avatar/1607973105-Screen_Shot_2020-12-14_at_2.11.22_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Wana Canada,['High Park Cannabis Co'],Wana Quick Island Punch Indica,Gummies,"Wana Quick Island Punch Gummies will whisk you away on an island adventure with a combination of tropical flavours like grape, orange, cherry, and pineapple. Handcrafted with pectin (never gelatin) for an elevated texture, Wana Quick Island Punch Gummies are made with a terpene-enhanced indica blend. These gummies use Azuca Time Infusion, a culinary innovation which can result in a quicker onset and offset of effects.* Each gummie contains 5 mg of THC, with 2 gummies per package.

*Health Canada: It can take up to 4 hours to feel the full effects from eating or drinking cannabis. Consuming more within this time period can result in adverse effects that may require medical attention. The effects from eating or drinking cannabis can be long-lasting. The effects can last between 6 and 12 hours following use.",10% ,5mg ,2 g,$8.50,https://images.weedmaps.com/products/000/339/528/avatar/1642181775-islandpunch-branded-1600x1600.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Cann,['High Park Cannabis Co'],Grapefruit Rosemary Social Tonic (4pk),Drinks,"Citrusy and smooth, Grapefruit Rosemary is a real crowd-pleaser. Flavorful and crisp, a Grapefruit Rosemary Cann is the ideal thing to sip socially for the perfect lift. Have one or have five: these delicious little beverages taste refreshing and won’t leave you with any regrets (unlike the hangover your fave spiked seltzer delivers).

2mgTHC 4mg CBD per Cann (4 per pack)",2mg ,0.59% ,4 g,$19.85,https://images.weedmaps.com/products/000/385/201/avatar/1654099707-cann_grapefruitrosemary_core_1200x1200.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Twd.,['Wonder Pot'],Mixed Berry Gummies,Gummies,"Five naturally mixed berry-flavoured, cannabis-infused gummies containing 2 mg of THC each. These gummies are made using sativa-dominant cannabis distillate and are a discreet and convenient cannabis option; no smoking, no smell, and no prep work - just good wd.",10mg ,,Each,$6.27,https://images.weedmaps.com/products/000/343/000/avatar/1643138503-twd_mixed_berry_gummies_175g_1.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Bhang Canada,"['BUDSSMOKE - Burlington', 'Wonder Pot', 'Matchbox Cannabis - Steeles Ave']",CBD Milk Chocolate,Chocolates,"Bhang® CBD Milk Chocolate is made with 48% cacao, for a creamy milk chocolate with a hint of sweetness. This bar contains 10 mg CBD and 0.5 mg THC.

Ingredients:
Sugar, bittersweet chocolate, whole milk powder, cocoa butter, lecithin, vanilla, cannabis distillate",0.5% ,,Each,$5.57,https://images.weedmaps.com/products/000/271/665/avatar/1623869644-10_-_cbd_milk_-_1600.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Houseplant Canada,['Wonder Pot'],HP Grapefruit Sparkling Water,Drinks,"Houseplant Grapefruit is a refreshing, cannabis-infused sparkling water with natural grapefruit flavour and 2.5mg of THC. Great for any occasion, especially occasions where you feel like drinking a cannabis-infused sparkling water.

INGREDIENTS
Carbonated water, Distilled Cannabis™ Blend (Vegetable glycerin, Cannabis distillate, Monoglycerides, Soy lecithin, Sucrose monopalmitate), Calcium disodium EDTA, Postassium citrate, Natural flavours.",2.5mg ,10mg ,Each,$5.57,https://images.weedmaps.com/products/000/281/360/avatar/1626882215-bev_vanity_grapefruit_white.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Bhang Canada,"['Matchbox Cannabis - Rogers Rd', 'Matchbox Cannabis - Steeles Ave', 'Chamba Cannabis Co Inc']",Caramel Dark Chocolate THC/CBD 1:1,Chocolates,"Bhang® Caramel Dark Chocolate THC/CBD 1:1 features dark chocolate and sweet caramel undertones. This bar contains 10 mg of THC and 10 mg CBD.

Ingredients:
Bittersweet chocolate, sugar, cocoa mass, cocoa butter, sunflower lecithin, vanilla, cannabis distillate, natural flavour",10mg ,80mg ,Each,$5.58,https://images.weedmaps.com/products/000/271/670/avatar/1623870171-10_-_caramel_dark_-_1600.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Wana Canada,"['BUDSSMOKE - Burlington', 'Matchbox Cannabis - Rogers Rd', 'Matchbox Cannabis - Steeles Ave']",Wana Sour Gummies Mango Sativa,Gummies,Refresh with sweetness and tangy citrus in Mango Sativa Wana Sour Gummies; handcrafted with pectin and a sativa terpene-enhanced distillate. 10 mg THC per package. ,10mg ,0.07% ,Each,$8.50,https://images.weedmaps.com/products/000/260/653/avatar/1620237459-1200px-x-1200px-mango.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],DELTA 9 Sapphire 2g,Concentrates,,30% ,10mg ,Each,$16.99,https://images.weedmaps.com/pictures/listings/426/845/857/419958380_f5jsrl9mf9nm8i7i2hhp.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
PAX,['Matchbox Cannabis - Rogers Rd'],Pax 3 Complete Kit - Black,Batteries,"The ultimate portable cannabis vaporizer for dry herb and extracts. The PAX 3 is powerful yet discreet, smart yet easy-to-use. Our engineering and technology gets the best out of your flower. The PAX conduction oven heats your cannabis flower gently and evenly so there’s little waste. Backed by a 10-year warranty for added peace of mind. 22-second heat-up time for on-demand vaping. 360 F - 420 F temperature range so you can achieve your ideal combination of flavor and vapor. Colored LED lights provide real-time communication and the device conveniently vibrates when ready for use. PAX 3 heats when you bring it to your lips and cools when you set it down. More control with the PAX app.
Included in the kit:
• Concentrate Insert
• Multi-Tool Keychain
• Half Pack Oven Lid
• 3 Screens
• Flat & Raised Mouthpieces
• Standard Oven Lid
• USB Charger
• Maintenance Kit",,,Each,$279.00,https://images.weedmaps.com/products/000/099/941/avatar/1556838852-Pax3_blk_1.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Wana Canada,"['BUDSSMOKE - Burlington', 'Matchbox Cannabis - Rogers Rd', 'Matchbox Cannabis - Steeles Ave']",Wana Sour Gummies Blueberry Indica,Gummies,Experience a mellow tartness and touch of sweetness with Blueberry Indica Wana Sour Gummies; handcrafted with pectin and an indica terpene-enhanced THC distillate. 10 mg THC per package.,10mg ,1500mg ,Each,$8.50,https://images.weedmaps.com/products/000/260/640/avatar/1620237185-1200px-x-1200px-blueberry.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Edison Cannabis Co,"['Matchbox Cannabis - Steeles Ave', 'Lovebud - 350 Broadview Ave ** 1HR Free Delivery **', 'Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Black Cherry Punch,Flower,"Edison’s indica-dominant Black Cherry Punch balances the sweet, tart and floral notes of the fruit it’s named for with potent THC.",26% ,1% ,1/8 oz,$31.90,https://images.weedmaps.com/products/000/245/148/avatar/1616088129-Black_Cherry_Punch.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],CBD 50 Capsules - CBD 50 Capsules 30 caps Capsules,Concentrates,,52.7% ,10mg ,Each,$31.85,https://images.weedmaps.com/pictures/listings/537/575/767/426588280_ratvjzknce4nxhxllmmd.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
